tau,n_layers,n_units,lr,dropout,weight_decay,val_loss,train_epochs,time_sec
0.1,1,5,0.01,0.2,0.01,0.0015300686936825514,6,0.271
0.1,1,5,0.01,0.2,0.001,0.0015232495497912169,6,0.278
0.1,1,5,0.01,0.2,0.0001,0.0015222564106807113,9,0.33
0.1,1,5,0.001,0.0,0.01,0.001578102819621563,12,0.357
0.1,1,5,0.001,0.0,0.001,0.001574527588672936,3,0.212
0.1,1,5,0.001,0.0,0.0001,0.0015476321568712592,3,0.211
0.1,1,5,0.001,0.2,0.01,0.0015826673479750752,21,0.538
0.1,1,5,0.001,0.2,0.001,0.0015800549881532788,21,0.533
0.1,1,5,0.001,0.2,0.0001,0.0015432117506861687,21,0.532
0.1,1,5,0.0001,0.0,0.01,0.001708833733573556,29,0.65
0.1,1,5,0.0001,0.0,0.001,0.0016879696631804109,29,0.645
0.1,1,5,0.0001,0.0,0.0001,0.0016781260492280126,29,0.672
0.1,1,5,0.0001,0.2,0.01,0.0017244506161659956,64,1.276
0.1,1,5,0.0001,0.2,0.001,0.0017123386496677995,64,1.281
0.1,1,5,0.0001,0.2,0.0001,0.001692749559879303,64,1.272
0.1,1,10,0.01,0.0,0.01,0.0015215566381812096,19,0.484
0.1,1,10,0.01,0.0,0.001,0.0015202417271211743,1,0.182
0.1,1,10,0.01,0.0,0.0001,0.0015008471673354506,7,0.284
0.1,1,10,0.01,0.2,0.01,0.0015294132754206657,9,0.328
0.1,1,10,0.01,0.2,0.001,0.0015395039226859808,8,0.307
0.1,1,10,0.01,0.2,0.0001,0.0015248592244461179,14,0.417
0.1,1,10,0.001,0.0,0.01,0.0016470979899168015,5,0.254
0.1,1,10,0.001,0.0,0.001,0.0015164018841460347,11,0.35
0.1,1,10,0.001,0.0,0.0001,0.0015034679090604186,11,0.345
0.1,1,10,0.001,0.2,0.01,0.0016269522020593286,14,0.412
0.1,1,10,0.001,0.2,0.001,0.0016427303198724985,16,0.457
0.1,1,10,0.001,0.2,0.0001,0.0015442518051713705,16,0.448
0.1,1,10,0.0001,0.0,0.01,0.0017253016121685505,16,0.434
0.1,1,10,0.0001,0.0,0.001,0.001704047666862607,15,0.413
0.1,1,10,0.0001,0.0,0.0001,0.0016978781204670668,16,0.435
