tau,n_layers,n_units,lr,dropout,weight_decay,val_loss,train_epochs,time_sec
0.01,10,1,0.001,0.0,0.001,0.000363859289791435,7,0.701
0.01,10,1,0.001,0.0,0.0001,0.00036057669785805047,7,0.701
0.01,10,1,0.001,0.2,0.01,0.0003634366730693728,15,1.157
0.01,10,1,0.001,0.2,0.001,0.0003628519189078361,15,1.158
0.01,10,1,0.001,0.2,0.0001,0.0003538732707966119,5,0.697
0.01,10,1,0.0001,0.0,0.01,0.0003874808899126947,37,1.955
0.01,10,1,0.0001,0.0,0.001,0.00042218700400553644,21,1.284
0.01,10,1,0.0001,0.0,0.0001,0.00042026632581837475,14,0.999
0.01,10,1,0.0001,0.2,0.01,0.0004035589226987213,52,2.872
0.01,10,1,0.0001,0.2,0.001,0.0004307484778109938,45,2.542
0.01,10,1,0.0001,0.2,0.0001,0.00040753954090178013,18,1.297
0.01,10,5,0.01,0.0,0.01,0.00031674373894929886,2,0.508
0.01,10,5,0.01,0.0,0.001,0.00029394292505458,13,0.973
0.01,10,5,0.01,0.0,0.0001,0.00026586753665469587,8,0.758
0.01,10,5,0.01,0.2,0.01,0.00028153424500487745,5,0.714
0.01,10,5,0.01,0.2,0.001,0.00028056008159182966,6,0.759
0.01,10,5,0.01,0.2,0.0001,0.00031009558006189764,18,1.333
0.01,10,5,0.001,0.0,0.01,0.0003865086182486266,8,0.758
0.01,10,5,0.001,0.0,0.001,0.00038752128602936864,8,0.773
0.01,10,5,0.001,0.0,0.0001,0.000341125502018258,8,0.755
0.01,10,5,0.001,0.2,0.01,0.00034951604902744293,4,0.665
0.01,10,5,0.001,0.2,0.001,0.0003685145638883114,7,0.8
0.01,10,5,0.001,0.2,0.0001,0.0003592440625652671,4,0.668
0.01,10,5,0.0001,0.0,0.01,0.00039912498323246837,32,1.769
0.01,10,5,0.0001,0.0,0.001,0.0004189909668639302,41,2.149
0.01,10,5,0.0001,0.0,0.0001,0.00042042555287480354,23,1.391
0.01,10,5,0.0001,0.2,0.01,0.00040240687667392194,33,2.045
0.01,10,5,0.0001,0.2,0.001,0.00040539525798521936,48,2.802
0.01,10,5,0.0001,0.2,0.0001,0.0003923268523067236,16,1.267
0.01,10,10,0.01,0.0,0.01,0.00035190541530027986,8,0.785
0.01,10,10,0.01,0.0,0.001,0.00027866294840350747,8,0.912
0.01,10,10,0.01,0.0,0.0001,0.00026543831336311996,1,0.475
0.01,10,10,0.01,0.2,0.01,0.00026431152946315706,6,0.785
0.01,10,10,0.01,0.2,0.001,0.0002874977944884449,13,1.12
0.01,10,10,0.01,0.2,0.0001,0.00026389193953946233,7,0.845
0.01,10,10,0.001,0.0,0.01,0.0003847542393486947,17,1.169
0.01,10,10,0.001,0.0,0.001,0.0003459923609625548,17,1.168
0.01,10,10,0.001,0.0,0.0001,0.00029698797152377665,17,1.162
0.01,10,10,0.001,0.2,0.01,0.0003927751677110791,5,0.732
0.01,10,10,0.001,0.2,0.001,0.00034137669717893004,37,2.301
0.01,10,10,0.001,0.2,0.0001,0.00037216476630419493,37,2.329
0.01,10,10,0.0001,0.0,0.01,0.00041526267887093127,56,2.914
0.01,10,10,0.0001,0.0,0.001,0.0004292927624192089,18,1.252
0.01,10,10,0.0001,0.0,0.0001,0.0004165606223978102,17,1.177
0.01,10,10,0.0001,0.2,0.01,0.00041981576941907406,45,2.707
0.01,10,10,0.0001,0.2,0.001,0.000501090835314244,77,4.3
0.01,10,10,0.0001,0.2,0.0001,0.00047990691382437944,124,6.603
0.05,1,1,0.01,0.0,0.01,0.0009450403158552945,3,0.214
0.05,1,1,0.01,0.0,0.001,0.0009441553265787661,3,0.213
0.05,1,1,0.01,0.0,0.0001,0.0009184316731989384,3,0.213
0.05,1,1,0.01,0.2,0.01,0.0010290154023095965,5,0.251
0.05,1,1,0.01,0.2,0.001,0.0010432954877614975,5,0.254
0.05,1,1,0.01,0.2,0.0001,0.000996842049062252,5,0.252
0.05,1,1,0.001,0.0,0.01,0.0010405813809484243,6,0.258
0.05,1,1,0.001,0.0,0.001,0.0009780110558494925,9,0.31
0.05,1,1,0.001,0.0,0.0001,0.0009648892446421087,9,0.31
0.05,1,1,0.001,0.2,0.01,0.0009659017669036984,12,0.364
0.05,1,1,0.001,0.2,0.001,0.0009576156153343618,11,0.352
0.05,1,1,0.001,0.2,0.0001,0.0009248080896213651,11,0.358
0.05,1,1,0.0001,0.0,0.01,0.0009301253594458103,34,0.71
0.05,1,1,0.0001,0.0,0.001,0.000923002662602812,34,0.71
0.05,1,1,0.0001,0.0,0.0001,0.0009227542905136943,34,0.71
0.05,1,1,0.0001,0.2,0.01,0.0009451063233427703,114,2.119
0.05,1,1,0.0001,0.2,0.001,0.0009414299856871367,115,2.11
0.05,1,1,0.0001,0.2,0.0001,0.0009404769516550004,115,2.139
0.05,1,5,0.01,0.0,0.01,0.0009459869470447302,1,0.182
0.05,1,5,0.01,0.0,0.001,0.0010007027303799987,9,0.316
0.05,1,5,0.01,0.0,0.0001,0.0009268958237953484,14,0.388
0.05,1,5,0.01,0.2,0.01,0.0009568390087224543,11,0.356
0.05,1,5,0.01,0.2,0.001,0.0009747101576067507,15,0.429
0.05,1,5,0.01,0.2,0.0001,0.0009413333609700203,15,0.426
0.05,1,5,0.001,0.0,0.01,0.0011552947107702494,1,0.18
0.05,1,5,0.001,0.0,0.001,0.0010406635701656342,20,0.488
0.05,1,5,0.001,0.0,0.0001,0.0010056153405457735,21,0.497
0.05,1,5,0.001,0.2,0.01,0.0014277941081672907,1,0.186
0.05,1,5,0.001,0.2,0.001,0.0014533775392919779,1,0.186
0.05,1,5,0.001,0.2,0.0001,0.0014568346086889505,1,0.187
0.05,1,5,0.0001,0.0,0.01,0.0009657719638198614,11,0.343
0.05,1,5,0.0001,0.0,0.001,0.0009647940169088542,11,0.336
0.05,1,5,0.0001,0.0,0.0001,0.0009648457053117454,11,0.338
0.05,1,5,0.0001,0.2,0.01,0.0013720178976655006,10,0.341
0.05,1,5,0.0001,0.2,0.001,0.0014043361879885197,10,0.34
