tau,n_layers,n_units,lr,dropout,weight_decay,val_loss,train_epochs,time_sec
0.05,10,10,0.0001,0.2,0.0001,0.0011928763706237078,138,7.482
0.1,1,1,0.01,0.0,0.01,0.0015204260125756264,3,0.216
0.1,1,1,0.01,0.0,0.001,0.0015315767377614975,16,0.463
0.1,1,1,0.01,0.0,0.0001,0.0014906682772561908,5,0.27
0.1,1,1,0.01,0.2,0.01,0.0016099970089271665,1,0.187
0.1,1,1,0.01,0.2,0.001,0.001523110899142921,17,0.454
0.1,1,1,0.01,0.2,0.0001,0.0016162088140845299,5,0.253
0.1,1,1,0.001,0.0,0.01,0.0016240270342677832,6,0.266
0.1,1,1,0.001,0.0,0.001,0.0015486960764974356,5,0.245
0.1,1,1,0.001,0.0,0.0001,0.0014920382527634501,24,0.606
0.1,1,1,0.001,0.2,0.01,0.001527231652289629,18,0.516
0.1,1,1,0.001,0.2,0.001,0.0016202841652557254,19,0.51
0.1,1,1,0.001,0.2,0.0001,0.0015382306883111596,19,0.485
0.1,1,1,0.0001,0.0,0.01,0.001515410840511322,34,0.71
0.1,1,1,0.0001,0.0,0.001,0.0014988580951467156,34,0.729
0.1,1,1,0.0001,0.0,0.0001,0.0014992618234828115,34,0.709
0.1,1,1,0.0001,0.2,0.01,0.0015214673476293683,122,2.24
0.1,1,1,0.0001,0.2,0.001,0.001520146382972598,124,2.266
0.1,1,1,0.0001,0.2,0.0001,0.0015152579871937633,124,2.284
0.1,1,5,0.01,0.0,0.01,0.0015443572774529457,9,0.313
0.1,1,5,0.01,0.0,0.001,0.0015178552130237222,5,0.247
0.1,1,5,0.01,0.0,0.0001,0.0015085077611729503,5,0.243
0.1,1,5,0.01,0.2,0.01,0.0015216972678899765,11,0.395
0.1,1,5,0.01,0.2,0.001,0.0015234823804348707,11,0.363
0.1,1,5,0.01,0.2,0.0001,0.0015221652574837208,11,0.351
0.1,1,5,0.001,0.0,0.01,0.0017202594317495823,7,0.281
0.1,1,5,0.001,0.0,0.001,0.0016752708470448852,7,0.289
0.1,1,5,0.001,0.0,0.0001,0.0016876044683158398,7,0.285
0.1,1,5,0.001,0.2,0.01,0.002674433635547757,1,0.19
0.1,1,5,0.001,0.2,0.001,0.0027331977616995573,1,0.183
0.1,1,5,0.001,0.2,0.0001,0.0027361197862774134,1,0.185
0.1,1,5,0.0001,0.0,0.01,0.0015389778418466449,10,0.324
0.1,1,5,0.0001,0.0,0.001,0.0015360518591478467,10,0.335
0.1,1,5,0.0001,0.0,0.0001,0.0015361312543973327,10,0.324
0.1,1,5,0.0001,0.2,0.01,0.0024936909321695566,9,0.328
