,0.01,0.05,0.1
2012-03-22,-0.015619715500070889,-0.010781822340262814,-0.008202759398306687
2012-03-23,-0.016586765237453463,-0.011491682887496527,-0.008775513339942902
2012-03-26,-0.015614738942241359,-0.010790355713188747,-0.00821849486532789
2012-03-27,-0.018948037824060692,-0.0131441536186669,-0.01005012442474203
2012-03-28,-0.018112792493030504,-0.012582685955866865,-0.009634606623822688
2012-03-29,-0.01779726035625041,-0.012356687173912055,-0.009456337742027159
2012-03-30,-0.016845149697301134,-0.01170145530201152,-0.008959370852969006
2012-04-02,-0.01598978602391259,-0.011086778709311653,-0.008473003652375764
2012-04-03,-0.016144672182900114,-0.011176229336617625,-0.008527570839871795
2012-04-04,-0.01581409297078992,-0.010949855494967624,-0.008356748495625543
2012-04-05,-0.01788877741304743,-0.012429348372747966,-0.009518946952755873
2012-04-09,-0.01673554820281931,-0.01160590753566162,-0.008871315077083568
2012-04-10,-0.01926673168789971,-0.013403908250444728,-0.010278458769999436
2012-04-11,-0.024693864352806894,-0.017231083577261448,-0.013252702760163073
2012-04-12,-0.02358485732309556,-0.016442104800075658,-0.012634329860205951
2012-04-13,-0.02476291587763249,-0.017259531094291812,-0.013259504430883817
2012-04-16,-0.02604484723233829,-0.01818134446368263,-0.01398934023483898
2012-04-17,-0.023896229621209086,-0.01663270679266979,-0.012760549649811097
2012-04-18,-0.025782836132980463,-0.017962127174071394,-0.013792936166854765
2012-04-19,-0.024248706819230494,-0.016909064399079306,-0.01299632818359577
2012-04-20,-0.023294525893283142,-0.016253859038827614,-0.01250050559112447
2012-04-23,-0.021500394252350282,-0.014983383652874127,-0.011509189417028078
2012-04-24,-0.02174264009032549,-0.0151865361107983,-0.011691501338703319
2012-04-25,-0.020396282442037506,-0.014246329159966056,-0.010967811821815256
2012-04-26,-0.022477301467013672,-0.015700769968568735,-0.012088226101781254
2012-04-27,-0.021511179091250745,-0.015007881867177726,-0.011540998181015824
2012-04-30,-0.01992974205211363,-0.013875432875877591,-0.010647903056638108
2012-05-01,-0.019035599204335268,-0.013236886960498347,-0.010145614920141762
2012-05-02,-0.018224049788903803,-0.012640912269167665,-0.009664562316543336
2012-05-03,-0.01722699126667764,-0.011923940667189173,-0.00909690401535011
2012-05-04,-0.018015156236330924,-0.012498171875161059,-0.0095570879265835
2012-05-07,-0.023301139282586085,-0.016262948138463254,-0.012510914482777661
2012-05-08,-0.021531668091112833,-0.015024512668794657,-0.011555572191424654
2012-05-09,-0.020575956901266304,-0.014342373705103686,-0.011019273569204608
2012-05-10,-0.02034927020889591,-0.0141953804755247,-0.010914764629751949
2012-05-11,-0.01898871631252917,-0.013222822851383454,-0.010149046382641014
2012-05-14,-0.018001204479410546,-0.012522725137533462,-0.009602168072261703
2012-05-15,-0.02013557925066282,-0.014040932158531218,-0.010791898345589211
2012-05-16,-0.019626570932758568,-0.013700194548401342,-0.010540865227125875
2012-05-17,-0.018805767414576898,-0.013126245164150991,-0.010098512868246007
2012-05-18,-0.02256526260858992,-0.015781783325528723,-0.012165535620471034
2012-05-21,-0.02238093671182434,-0.015653614681206792,-0.012067304199629501
2012-05-22,-0.025218116012456243,-0.01761946950155371,-0.01356865916367713
2012-05-23,-0.023225994209838677,-0.01620863009295447,-0.012467699248424051
2012-05-24,-0.021458428160297083,-0.014956443316267058,-0.01149025925504991
2012-05-25,-0.01985332521124033,-0.013818003560740144,-0.010600595921211367
2012-05-29,-0.018655122842332242,-0.012980596661292015,-0.009955527751489703
2012-05-30,-0.019869301482566028,-0.013807104789116422,-0.01057537016363637
2012-05-31,-0.02341119219514355,-0.016328440458372815,-0.0125526517156331
2012-06-01,-0.02173101385788125,-0.015135071450608653,-0.011618798960095756
2012-06-04,-0.032137184723116906,-0.022494100478931404,-0.01735340795042454
2012-06-05,-0.029258591995631588,-0.02046059433823842,-0.015770414342097347
2012-06-06,-0.027217831807898135,-0.019012015213510685,-0.014637524750824882
2012-06-07,-0.03269429449544477,-0.02286104900023932,-0.017618982212462744
2012-06-08,-0.02976025079858562,-0.020774627468426444,-0.015984424920400496
2012-06-11,-0.027976927325374445,-0.01950801792434157,-0.01499327365994896
2012-06-12,-0.02872323213971689,-0.020055550970210428,-0.015434842211554854
2012-06-13,-0.028202809110950435,-0.019658907379171437,-0.015104184980750352
2012-06-14,-0.0269431869223908,-0.0187778095779489,-0.014424877129772704
2012-06-15,-0.026318469310122092,-0.018332066599783155,-0.014074544866791796
2012-06-18,-0.02572038560557357,-0.017905635309869456,-0.013739620843958694
2012-06-19,-0.023638782368738107,-0.016440794310366755,-0.012603573510987887
2012-06-20,-0.023191716538797615,-0.016109255102030776,-0.012333621117148948
2012-06-21,-0.021419576197762396,-0.014853697469925781,-0.011353451815676308
2012-06-22,-0.029837264079592522,-0.02084597140479486,-0.01605274655012027
2012-06-25,-0.028034641108320626,-0.019575659410326556,-0.015066207567688701
2012-06-26,-0.03047463951567887,-0.02132248543884237,-0.016443505965972386
2012-06-27,-0.02819279235297745,-0.01971445094330347,-0.01519467851000532
2012-06-28,-0.0269919965294655,-0.018865622551822836,-0.014533482654164112
2012-06-29,-0.02509810313208668,-0.01753730764175883,-0.013506675542891406
2012-07-02,-0.031837274889599615,-0.022274071799233745,-0.01717596361824585
2012-07-03,-0.02916569685231065,-0.020383061593560046,-0.01570107123529022
2012-07-05,-0.027378672383203725,-0.019118578149673503,-0.014715152478402906
2012-07-06,-0.025817554153735236,-0.018015349151201877,-0.013856022534659403
2012-07-09,-0.02565504876359007,-0.01790221468750558,-0.01376920752916697
2012-07-10,-0.024035493809114124,-0.01676255867315917,-0.012885383864045323
2012-07-11,-0.023727620423916317,-0.016561260059161125,-0.012740899866217851
2012-07-12,-0.02240357464856137,-0.01562997736857186,-0.012018997722785552
2012-07-13,-0.021649423587678965,-0.015109393361095723,-0.011622927447217848
2012-07-16,-0.0232689259491171,-0.016233631326735016,-0.012483141796071493
2012-07-17,-0.02220768394402448,-0.015490814000626166,-0.011910075488069846
2012-07-18,-0.0215516545511398,-0.015019935567057788,-0.011537900345803433
2012-07-19,-0.020909060333822838,-0.014559146154582803,-0.01117403040206184
2012-07-20,-0.019964766059914027,-0.013886973627610415,-0.01064692497145582
2012-07-23,-0.020366981378401507,-0.014187034105643,-0.010892527082042958
2012-07-24,-0.0205795358172371,-0.014350676316294567,-0.01103009436483834
2012-07-25,-0.020685853747143695,-0.014436942277880688,-0.011105670696310624
2012-07-26,-0.01979488076198624,-0.013807828034583147,-0.010616152379349115
